# Source: K. Bogumil, J. Orphal, and J. P. Burrows
# University of Bremen - Institute of Environmental Physics
# P. O. Box 33 04 40
# D-28334 Bremen, Germany
# e-mail: Konstanze.Bogumil@iup.physik.uni-bremen.de
# SIGMA = (C0 + C1*(T-T0) + C2*(T-T0)^2) * 1.E-20 cm^2
# where T0 = 273.15 and T is in Kelvin
#
# wavelength
# (air nm)         C0          C1(T-T0)         C2((T-T0)^2)
   359.3      4.69744e+01      2.67116e-02      4.67427e-04
   359.4      4.73215e+01      1.89237e-02      2.03736e-04
   359.5      4.75379e+01      1.33428e-02      3.74422e-05
   359.6      4.74452e+01      1.66279e-02      2.87667e-04
   359.7      4.74628e+01      1.40398e-02      2.59343e-04
   359.8      4.76428e+01      8.37088e-03      3.59799e-05
   359.9      4.74771e+01      1.28543e-02      2.75978e-04
   360.0      4.73770e+01      1.14538e-02      1.74459e-04
   360.1      4.73102e+01      1.20324e-02      1.58028e-04
   360.2      4.76571e+01      1.13696e-02      1.45926e-04
   360.3      4.84540e+01      8.85304e-03      9.66939e-05
   360.4      4.92712e+01      1.27962e-02      3.45835e-04
   360.5      5.01963e+01      1.19144e-02      3.06048e-04
   360.6      5.10830e+01      1.17674e-02      3.12591e-04
   360.7      5.19694e+01      1.52968e-02      5.88173e-04
   360.8      5.29393e+01      1.86047e-02      8.28273e-04
   360.9      5.36515e+01      2.29761e-02      1.05111e-03
   361.0      5.41379e+01      2.32559e-02      1.09332e-03
   361.1      5.45366e+01      1.94017e-02      9.01317e-04
   361.2      5.46461e+01      1.85089e-02      7.93136e-04
   361.3      5.46406e+01      1.42756e-02      5.47389e-04
   361.4      5.43038e+01      1.24257e-02      3.82877e-04
   361.5      5.35953e+01      2.02297e-02      6.12468e-04
   361.6      5.29329e+01      2.19990e-02      6.04611e-04
   361.7      5.21269e+01      3.10522e-02      9.39904e-04
   361.8      5.18377e+01      2.32907e-02      5.76776e-04
   361.9      5.14621e+01      2.79168e-02      8.01850e-04
   362.0      5.14296e+01      2.24591e-02      6.29828e-04
   362.1      5.15906e+01      1.87706e-02      5.18138e-04
   362.2      5.17937e+01      1.93631e-02      6.01223e-04
   362.3      5.20949e+01      2.11420e-02      7.34406e-04
   362.4      5.24412e+01      1.92193e-02      6.49103e-04
   362.5      5.26755e+01      1.79340e-02      5.69635e-04
   362.6      5.28651e+01      1.97675e-02      6.20489e-04
   362.7      5.29788e+01      1.97030e-02      5.58416e-04
   362.8      5.28368e+01      2.23295e-02      6.03376e-04
   362.9      5.27993e+01      2.27123e-02      5.45098e-04
   363.0      5.28979e+01      2.64230e-02      6.92051e-04
   363.1      5.29853e+01      2.60331e-02      7.06177e-04
   363.2      5.28886e+01      2.24029e-02      4.97198e-04
   363.3      5.26250e+01      2.13346e-02      3.07118e-04
   363.4      5.21827e+01      3.22037e-02      7.47414e-04
   363.5      5.19785e+01      3.50613e-02      7.83277e-04
   363.6      5.17929e+01      2.91268e-02      3.76159e-04
   363.7      5.12082e+01      2.76743e-02      2.55166e-04
   363.8      5.03296e+01      3.72835e-02      6.06713e-04
   363.9      4.98154e+01      3.95146e-02      6.20249e-04
   364.0      4.98793e+01      3.52382e-02      4.63893e-04
   364.1      5.04348e+01      3.20225e-02      4.68933e-04
   364.2      5.12887e+01      2.92923e-02      5.57676e-04
   364.3      5.22376e+01      2.71829e-02      6.66277e-04
   364.4      5.33106e+01      1.87227e-02      4.62192e-04
   364.5      5.41841e+01      1.31576e-02      4.21842e-04
   364.6      5.48034e+01      1.84144e-02      8.36292e-04
   364.7      5.58245e+01      1.54386e-02      8.91657e-04
   364.8      5.69877e+01      8.92172e-03      7.78045e-04
   364.9      5.78781e+01      4.14284e-03      6.15486e-04
   365.0      5.85594e+01      9.04728e-04      5.09834e-04
   365.1      5.93185e+01      4.81666e-03      7.52576e-04
   365.2      6.05605e+01     -5.80533e-04      5.61896e-04
   365.3      6.15370e+01      4.48477e-03      8.56264e-04
   365.4      6.23311e+01      2.56503e-03      7.75568e-04
   365.5      6.24223e+01      3.07432e-03      6.54203e-04
   365.6      6.21467e+01      2.81447e-03      4.73929e-04
   365.7      6.18170e+01      3.48812e-03      3.55761e-04
   365.8      6.10542e+01      1.12031e-02      4.70550e-04
   365.9      5.99398e+01      1.80475e-02      5.18646e-04
   366.0      5.87986e+01      2.17392e-02      4.99015e-04
   366.1      5.76955e+01      1.96277e-02      2.38722e-04
   366.2      5.63136e+01      2.28671e-02      1.74659e-04
   366.3      5.48796e+01      2.29159e-02     -7.93353e-05
   366.4      5.33778e+01      3.12103e-02      9.57442e-05
   366.5      5.26083e+01      2.24667e-02     -3.99411e-04
   366.6      5.19243e+01      2.53200e-02     -2.35152e-04
   366.7      5.15763e+01      2.70236e-02     -4.96765e-05
   366.8      5.16497e+01      2.27163e-02     -2.44989e-05
   366.9      5.21149e+01      1.51133e-02     -1.72481e-04
   367.0      5.29626e+01      8.49662e-03     -2.74285e-04
   367.1      5.39210e+01      3.64716e-03     -2.68685e-04
   367.2      5.48478e+01      1.25535e-03     -1.64474e-04
   367.3      5.59157e+01     -4.05723e-04     -8.16067e-05
   367.4      5.69859e+01     -1.51048e-04      6.11266e-05
   367.5      5.78015e+01     -6.63846e-03     -1.18385e-04
   367.6      5.81249e+01     -1.49248e-02     -4.85570e-04
   367.7      5.78545e+01     -1.05967e-02     -3.56656e-04
   367.8      5.74565e+01     -8.35004e-03     -2.86708e-04
   367.9      5.72583e+01     -7.68225e-03     -2.70955e-04
   368.0      5.74249e+01     -1.61130e-02     -5.86626e-04
   368.1      5.72727e+01     -1.25283e-02     -3.80315e-04
   368.2      5.69352e+01     -1.03784e-02     -2.54285e-04
   368.3      5.65214e+01     -1.17269e-02     -3.24852e-04
   368.4      5.60049e+01     -1.11880e-02     -3.25234e-04
   368.5      5.56033e+01     -7.84037e-03     -1.70603e-04
   368.6      5.55340e+01     -1.05441e-02     -3.27647e-04
   368.7      5.52705e+01     -1.25823e-02     -4.63547e-04
   368.8      5.46358e+01     -1.11250e-02     -4.60487e-04
   368.9      5.43080e+01     -1.16115e-02     -4.93136e-04
   369.0      5.44846e+01     -1.32947e-02     -4.77162e-04
   369.1      5.48869e+01     -1.65468e-02     -5.14426e-04
   369.2      5.54834e+01     -2.23873e-02     -6.82214e-04
   369.3      5.60873e+01     -2.28926e-02     -6.34708e-04
   369.4      5.63257e+01     -1.73485e-02     -3.74221e-04
   369.5      5.62506e+01     -1.66654e-02     -3.83269e-04
   369.6      5.61125e+01     -1.70736e-02     -5.51278e-04
   369.7      5.58493e+01     -1.19857e-02     -4.70895e-04
   369.8      5.55849e+01     -9.94932e-03     -4.83489e-04
   369.9      5.52723e+01     -6.77176e-03     -4.17178e-04
   370.0      5.55802e+01     -1.25389e-02     -6.80181e-04
   370.1      5.60866e+01     -1.12830e-02     -5.43094e-04
   370.2      5.64035e+01     -9.49735e-03     -4.08055e-04
   370.3      5.63218e+01     -8.86176e-03     -4.52068e-04
   370.4      5.60286e+01     -9.29766e-03     -5.72805e-04
   370.5      5.55627e+01     -8.49457e-03     -6.98487e-04
   370.6      5.48540e+01     -5.42762e-03     -6.91607e-04
   370.7      5.39515e+01      2.10315e-04     -5.60365e-04
   370.8      5.29985e+01      3.31574e-03     -5.51212e-04
   370.9      5.21627e+01      4.35515e-03     -5.69564e-04
   371.0      5.18568e+01      5.75694e-03     -5.18801e-04
   371.1      5.24461e+01      1.01050e-03     -5.74283e-04
   371.2      5.34735e+01     -2.87729e-03     -4.95290e-04
   371.3      5.43618e+01     -6.54256e-03     -4.77250e-04
   371.4      5.49065e+01     -8.57049e-03     -4.00156e-04
   371.5      5.56347e+01     -5.36891e-03     -5.99675e-05
   371.6      5.69902e+01     -1.24251e-02     -1.42155e-04
   371.7      5.86368e+01     -2.08005e-02     -2.72742e-04
   371.8      6.02224e+01     -2.76825e-02     -3.99415e-04
   371.9      6.15205e+01     -3.15762e-02     -4.66114e-04
   372.0      6.26705e+01     -4.00699e-02     -6.33264e-04
   372.1      6.34175e+01     -3.96147e-02     -5.03977e-04
   372.2      6.34940e+01     -3.57497e-02     -3.49118e-04
   372.3      6.32550e+01     -3.60649e-02     -4.03795e-04
   372.4      6.32897e+01     -3.91448e-02     -4.99250e-04
   372.5      6.35121e+01     -4.10511e-02     -4.25850e-04
   372.6      6.34946e+01     -3.86225e-02     -2.09258e-04
   372.7      6.31831e+01     -3.84711e-02     -2.39373e-04
   372.8      6.24632e+01     -3.86205e-02     -4.15605e-04
   372.9      6.13479e+01     -3.50954e-02     -5.18493e-04
   373.0      6.02130e+01     -3.38795e-02     -6.88948e-04
   373.1      5.90120e+01     -2.52025e-02     -4.85490e-04
   373.2      5.82098e+01     -2.13493e-02     -4.64264e-04
   373.3      5.75957e+01     -2.03966e-02     -5.62313e-04
   373.4      5.71694e+01     -2.05695e-02     -7.37788e-04
   373.5      5.65368e+01     -1.57761e-02     -5.67387e-04
   373.6      5.58204e+01     -7.01958e-03     -2.22936e-04
   373.7      5.56871e+01     -1.03968e-02     -3.70391e-04
   373.8      5.60225e+01     -1.46733e-02     -5.16060e-04
   373.9      5.66089e+01     -1.38180e-02     -3.54099e-04
   374.0      5.73620e+01     -1.60199e-02     -3.89573e-04
   374.1      5.76109e+01     -1.73059e-02     -4.99035e-04
   374.2      5.72441e+01     -1.37588e-02     -4.83279e-04
   374.3      5.67761e+01     -1.10266e-02     -5.93695e-04
   374.4      5.59904e+01     -7.59755e-03     -6.78633e-04
   374.5      5.48016e+01     -8.52275e-04     -6.25167e-04
   374.6      5.37831e+01      4.55271e-03     -5.20032e-04
   374.7      5.33122e+01      8.52023e-03     -3.98020e-04
   374.8      5.33874e+01      3.83598e-03     -5.64792e-04
   374.9      5.37502e+01     -5.23328e-04     -6.85473e-04
   375.0      5.42338e+01     -1.47615e-03     -5.72571e-04
   375.1      5.50776e+01     -1.66820e-03     -2.84575e-04
   375.2      5.67867e+01     -1.53814e-02     -4.92380e-04
   375.3      5.86056e+01     -2.65835e-02     -5.89953e-04
   375.4      5.99386e+01     -2.98872e-02     -4.46350e-04
   375.5      6.09296e+01     -3.18330e-02     -4.75616e-04
   375.6      6.15516e+01     -3.07755e-02     -4.36012e-04
   375.7      6.19493e+01     -3.00777e-02     -3.39068e-04
   375.8      6.23719e+01     -3.33432e-02     -4.06227e-04
   375.9      6.25010e+01     -3.18679e-02     -3.43061e-04
   376.0      6.26552e+01     -3.16360e-02     -3.28958e-04
   376.1      6.38198e+01     -4.14586e-02     -5.32605e-04
   376.2      6.56962e+01     -4.57374e-02     -2.94862e-04
   376.3      6.74846e+01     -4.72914e-02      1.74332e-05
   376.4      6.86498e+01     -4.99581e-02      4.99580e-06
   376.5      6.87334e+01     -4.92850e-02     -4.80084e-05
   376.6      6.81296e+01     -4.90994e-02     -2.79647e-04
   376.7      6.71464e+01     -4.68098e-02     -4.61550e-04
   376.8      6.59176e+01     -3.11486e-02     -1.07328e-04
   376.9      6.45504e+01     -2.36013e-02     -4.64924e-05
   377.0      6.29220e+01     -2.16119e-02     -2.32563e-04
   377.1      6.13557e+01     -2.39378e-02     -5.65043e-04
   377.2      6.00205e+01     -1.94420e-02     -5.50554e-04
   377.3      5.87585e+01     -1.28579e-02     -4.86841e-04
   377.4      5.72066e+01     -3.35768e-03     -3.10066e-04
   377.5      5.58336e+01     -3.79462e-03     -5.02916e-04
   377.6      5.49885e+01     -6.66298e-03     -7.14090e-04
   377.7      5.44570e+01      2.86593e-03     -2.85122e-04
   377.8      5.43805e+01      1.97194e-04     -3.71713e-04
   377.9      5.45639e+01     -3.92857e-03     -4.95278e-04
   378.0      5.49545e+01     -2.94064e-03     -2.42000e-04
   378.1      5.49902e+01      4.84336e-03      1.57957e-04
   378.2      5.45561e+01      3.40786e-03      4.92100e-05
   378.3      5.40533e+01      7.11103e-04     -1.69079e-04
   378.4      5.39277e+01     -3.84268e-03     -3.79793e-04
   378.5      5.41319e+01     -4.79479e-04     -2.00772e-04
   378.6      5.45968e+01     -2.17014e-03     -2.66705e-04
   378.7      5.47974e+01     -2.93697e-03     -3.03508e-04
   378.8      5.50909e+01     -5.97172e-03     -3.74539e-04
   378.9      5.55250e+01     -6.68964e-03     -3.61078e-04
   379.0      5.58803e+01     -2.56399e-03     -1.39076e-04
   379.1      5.64283e+01     -2.18232e-03     -5.79605e-05
   379.2      5.71036e+01     -2.13738e-03      3.36628e-05
   379.3      5.79249e+01     -1.92047e-03      1.82817e-04
   379.4      5.91956e+01     -6.62318e-03      1.81653e-04
   379.5      6.07889e+01     -1.09607e-02      3.14025e-04
   379.6      6.27607e+01     -1.90587e-02      3.45041e-04
   379.7      6.47078e+01     -2.86085e-02      2.21513e-04
   379.8      6.60621e+01     -3.42642e-02      6.51750e-05
   379.9      6.67446e+01     -3.97290e-02     -1.60722e-04
   380.0      6.66619e+01     -3.21895e-02      1.22664e-04
   380.1      6.61095e+01     -3.04838e-02      1.06071e-04
   380.2      6.51500e+01     -2.57677e-02      1.73122e-04
   380.3      6.43803e+01     -1.92190e-02      3.25232e-04
   380.4      6.39895e+01     -1.45552e-02      3.70955e-04
   380.5      6.39757e+01     -2.03967e-02     -1.76340e-05
   380.6      6.39729e+01     -2.10077e-02     -4.23516e-05
   380.7      6.39189e+01     -1.50045e-02      2.47062e-04
   380.8      6.37411e+01     -8.71128e-03      5.01330e-04
   380.9      6.31827e+01     -4.11505e-03      5.87677e-04
   381.0      6.22707e+01      1.88940e-03      6.51054e-04
   381.1      6.15182e+01      4.46535e-03      6.65111e-04
   381.2      6.12595e+01     -5.28525e-03      1.93501e-04
   381.3      6.09454e+01     -4.37620e-03      1.48305e-04
   381.4      6.06012e+01     -4.22882e-03      1.77938e-04
   381.5      6.02246e+01     -3.13168e-04      4.02822e-04
   381.6      6.00305e+01     -5.61187e-04      4.74668e-04
   381.7      6.03062e+01     -4.32985e-03      3.64182e-04
   381.8      6.06054e+01     -2.94135e-03      4.54405e-04
   381.9      6.06618e+01     -6.96974e-03      2.37053e-04
   382.0      6.01761e+01     -2.40168e-03      3.85607e-04
   382.1      6.00390e+01     -3.48354e-03      3.47488e-04
   382.2      6.03685e+01     -7.32948e-03      2.68892e-04
   382.3      6.03758e+01     -8.97815e-03      2.39466e-04
   382.4      5.93098e+01     -3.48881e-03      3.33898e-04
   382.5      5.77099e+01      7.53995e-04      2.72508e-04
   382.6      5.64085e+01      2.81848e-03      1.95144e-04
   382.7      5.58831e+01      5.12511e-03      2.17356e-04
   382.8      5.62894e+01      1.50477e-03      8.27643e-05
   382.9      5.66698e+01      6.41548e-03      4.45807e-04
   383.0      5.67269e+01      8.07833e-03      6.11375e-04
   383.1      5.66337e+01      5.29596e-03      5.61727e-04
   383.2      5.69791e+01     -8.81814e-04      2.79986e-04
   383.3      5.75793e+01      6.38695e-03      6.12219e-04
   383.4      5.85097e+01     -3.09858e-03      2.58232e-04
   383.5      5.86737e+01      6.61020e-04      4.08637e-04
   383.6      5.85184e+01     -2.62435e-04      3.65528e-04
   383.7      5.85838e+01      8.68025e-04      5.17695e-04
   383.8      5.95044e+01     -5.18088e-03      4.35947e-04
   383.9      6.06831e+01     -9.94373e-03      4.58568e-04
   384.0      6.18002e+01     -1.39358e-02      4.16036e-04
   384.1      6.23595e+01     -1.76299e-02      2.28264e-04
   384.2      6.18389e+01     -1.04789e-02      4.05663e-04
   384.3      6.11208e+01     -2.59588e-03      6.22752e-04
   384.4      6.12626e+01     -3.96681e-03      6.14237e-04
   384.5      6.22144e+01     -7.55379e-03      6.49622e-04
   384.6      6.32245e+01     -1.10179e-02      6.85372e-04
   384.7      6.38366e+01     -1.19916e-02      7.92344e-04
   384.8      6.45818e+01     -1.42511e-02      8.02267e-04
   384.9      6.54139e+01     -1.80713e-02      7.24391e-04
   385.0      6.50725e+01     -1.18526e-02      9.19956e-04
   385.1      6.39393e+01     -6.54415e-03      9.44143e-04
   385.2      6.26631e+01     -8.15740e-03      6.04758e-04
   385.3      6.16321e+01     -4.35470e-03      5.34342e-04
   385.4      6.13357e+01     -3.96722e-03      4.36141e-04
   385.5      6.11558e+01      4.56613e-04      5.65704e-04
   385.6      6.13306e+01     -3.47807e-03      3.94155e-04
   385.7      6.23982e+01     -1.10290e-02      2.66228e-04
   385.8      6.34818e+01     -6.89329e-03      6.75729e-04
   385.9      6.35437e+01     -2.61698e-03      8.17277e-04
   386.0      6.25491e+01     -5.09676e-03      4.78234e-04
   386.1      6.10177e+01     -4.03572e-03      3.03657e-04
   386.2      5.95333e+01      5.01518e-03      5.05914e-04
   386.3      5.83666e+01      1.17442e-02      6.26895e-04
   386.4      5.75507e+01      1.01234e-02      2.81126e-04
   386.5      5.68400e+01      1.23585e-02      1.72032e-04
   386.6      5.64355e+01      1.77380e-02      2.48491e-04
   386.7      5.67827e+01      8.50231e-03     -1.77335e-04
   386.8      5.73285e+01      9.38921e-03      7.66590e-05
   386.9      5.81737e+01      1.40155e-02      6.40187e-04
   387.0      5.93192e+01      9.98619e-03      6.82356e-04
   387.1      6.01765e+01      7.16757e-03      7.16125e-04
   387.2      6.08989e+01      1.77003e-04      5.85017e-04
   387.3      6.14792e+01     -5.33433e-03      5.05510e-04
   387.4      6.20609e+01     -1.09652e-02      3.86302e-04
   387.5      6.26049e+01     -1.52579e-02      2.85274e-04
   387.6      6.27639e+01     -1.17549e-02      4.63117e-04
   387.7      6.27932e+01     -1.29411e-02      3.94827e-04
   387.8      6.29237e+01     -1.62496e-02      3.03580e-04
   387.9      6.32166e+01     -1.59024e-02      4.40888e-04
   388.0      6.34494e+01     -1.64392e-02      4.75963e-04
   388.1      6.31243e+01     -1.16456e-02      5.63912e-04
   388.2      6.23940e+01     -3.65621e-03      7.82306e-04
   388.3      6.19475e+01     -8.30597e-03      4.08119e-04
   388.4      6.13700e+01     -9.12769e-03      2.38986e-04
   388.5      6.08550e+01     -5.14552e-03      3.29414e-04
   388.6      6.04578e+01      2.01687e-03      6.37183e-04
   388.7      6.05461e+01     -4.20105e-04      5.43276e-04
   388.8      6.10916e+01     -1.13640e-02      1.00220e-04
   388.9      6.16154e+01     -1.20016e-02      7.91448e-05
   389.0      6.23305e+01     -6.20043e-03      3.44910e-04
   389.1      6.35663e+01     -7.89190e-03      3.20208e-04
   389.2      6.46947e+01     -6.31981e-03      4.37071e-04
   389.3      6.52239e+01     -4.18353e-03      5.89640e-04
   389.4      6.52426e+01     -9.42691e-03      3.51332e-04
   389.5      6.46987e+01     -3.06779e-03      5.24650e-04
   389.6      6.39712e+01     -3.02204e-03      4.32389e-04
   389.7      6.29398e+01     -2.09278e-03      3.09077e-04
   389.8      6.20494e+01      1.70586e-03      3.66774e-04
   389.9      6.17952e+01      7.49125e-03      6.23347e-04
   390.0      6.24558e+01      1.88214e-04      3.59054e-04
   390.1      6.28137e+01      2.23147e-03      5.71086e-04
   390.2      6.31529e+01     -5.92590e-03      2.34892e-04
   390.3      6.34002e+01     -1.76174e-03      4.85226e-04
   390.4      6.37886e+01      5.17659e-04      6.20960e-04
   390.5      6.39368e+01     -6.39745e-03      2.75584e-04
   390.6      6.32931e+01     -2.36902e-03      3.79742e-04
   390.7      6.25061e+01      2.95483e-03      5.53380e-04
   390.8      6.20102e+01      1.50875e-03      4.53348e-04
   390.9      6.15768e+01      1.98689e-03      4.53169e-04
   391.0      6.13583e+01      2.99244e-03      5.67514e-04
   391.1      6.15249e+01      4.07534e-03      7.22416e-04
   391.2      6.21781e+01     -4.52852e-03      3.90279e-04
   391.3      6.26413e+01     -1.00550e-02      1.96094e-04
   391.4      6.25129e+01     -7.51197e-03      2.77880e-04
   391.5      6.25108e+01     -6.48798e-03      4.26846e-04
   391.6      6.38232e+01     -1.73956e-02      3.12036e-04
   391.7      6.59494e+01     -2.76510e-02      2.83033e-04
   391.8      6.81114e+01     -2.58182e-02      7.46547e-04
   391.9      6.98303e+01     -2.99355e-02      6.64770e-04
   392.0      6.94697e+01     -1.90356e-02      8.36344e-04
   392.1      6.76201e+01     -1.25753e-02      7.12655e-04
   392.2      6.55771e+01     -1.14024e-02      4.26363e-04
   392.3      6.41480e+01     -4.44738e-03      5.18781e-04
   392.4      6.36740e+01     -1.96849e-03      5.86418e-04
   392.5      6.36176e+01     -4.75149e-03      4.69962e-04
   392.6      6.35782e+01     -6.95781e-03      3.39003e-04
   392.7      6.34431e+01     -3.82400e-04      6.26733e-04
   392.8      6.34712e+01     -3.53976e-03      6.07630e-04
   392.9      6.33360e+01     -9.97788e-03      3.84918e-04
   393.0      6.21337e+01     -3.58836e-03      5.03957e-04
   393.1      6.03173e+01     -4.46920e-03      1.90600e-04
   393.2      5.84687e+01     -5.46906e-03     -1.48573e-04
   393.3      5.68660e+01      8.57839e-03      2.31103e-04
   393.4      5.59695e+01      1.68481e-02      5.39853e-04
   393.5      5.62905e+01      6.55287e-03      2.09239e-04
   393.6      5.70507e+01      3.55744e-03      2.74383e-04
   393.7      5.78610e+01      2.44105e-03      4.08557e-04
   393.8      5.85412e+01     -4.23474e-03      2.32873e-04
   393.9      5.86159e+01     -5.50419e-03      2.38470e-04
   394.0      5.83571e+01      4.29376e-04      5.06371e-04
   394.1      5.83309e+01      2.18880e-03      5.14881e-04
   394.2      5.81062e+01     -1.72977e-03      2.13784e-04
   394.3      5.72324e+01      6.32333e-03      3.78801e-04
   394.4      5.66822e+01      1.03095e-02      3.68191e-04
   394.5      5.69018e+01     -4.90467e-03     -3.33027e-04
   394.6      5.66303e+01      3.69460e-03      4.52041e-05
   394.7      5.66826e+01     -2.12253e-03     -2.23783e-04
   394.8      5.62923e+01      1.52420e-02      6.24354e-04
   394.9      5.71044e+01      1.63683e-02      8.40832e-04
   395.0      5.86856e+01      2.90670e-03      4.53703e-04
   395.1      5.99921e+01     -1.29694e-02     -1.03691e-04
   395.2      6.07057e+01     -6.99635e-03      2.83928e-04
   395.3      6.18917e+01     -5.87448e-03      4.64455e-04
   395.4      6.36459e+01     -1.11588e-02      4.13229e-04
   395.5      6.56349e+01     -1.96022e-02      2.51507e-04
   395.6      6.66013e+01     -2.44927e-02      1.61910e-04
   395.7      6.63556e+01     -2.70748e-02      1.20489e-04
   395.8      6.64812e+01     -3.75302e-02     -1.81489e-04
   395.9      6.68060e+01     -2.82965e-02      4.49604e-04
   396.0      6.77345e+01     -4.06182e-02      1.03477e-05
   396.1      6.68149e+01     -3.59810e-02      1.26276e-04
   396.2      6.50948e+01     -2.66933e-02      1.99799e-04
   396.3      6.33612e+01     -2.00281e-02      6.74259e-05
   396.4      6.24274e+01     -2.53873e-02     -5.08440e-04
   396.5      6.09268e+01     -1.36528e-02     -2.44495e-04
   396.6      5.98563e+01     -1.42580e-02     -4.76992e-04
   396.7      5.90781e+01     -2.26412e-02     -1.02486e-03
   396.8      5.78962e+01     -3.76122e-03     -3.32307e-04
   396.9      5.76961e+01     -2.89333e-03     -3.60307e-04
   397.0      5.80657e+01     -1.23328e-02     -7.59472e-04
   397.1      5.82617e+01     -1.29763e-02     -7.47734e-04
   397.2      5.85001e+01     -1.61473e-02     -8.47560e-04
   397.3      5.81874e+01     -9.57325e-03     -5.61614e-04
   397.4      5.77419e+01     -1.02278e-02     -6.46937e-04
   397.5      5.77431e+01     -2.22673e-02     -1.17354e-03
   397.6      5.79639e+01     -2.37358e-02     -1.17101e-03
   397.7      5.96735e+01     -2.91253e-02     -1.08122e-03
   397.8      6.18653e+01     -3.84675e-02     -1.09353e-03
   397.9      6.37982e+01     -3.78618e-02     -6.94022e-04
   398.0      6.64388e+01     -4.82338e-02     -7.22912e-04
   398.1      6.80270e+01     -4.70788e-02     -4.59985e-04
   398.2      6.88977e+01     -4.83897e-02     -5.38431e-04
   398.3      6.97567e+01     -5.55121e-02     -8.28774e-04
   398.4      7.06652e+01     -5.57781e-02     -8.15601e-04
   398.5      7.19605e+01     -5.14871e-02     -5.40765e-04
   398.6      7.23499e+01     -4.39701e-02     -1.92836e-04
   398.7      7.10944e+01     -4.11002e-02     -2.35649e-04
   398.8      6.89158e+01     -3.27607e-02     -3.07937e-04
   398.9      6.60058e+01     -1.20525e-02     -1.30197e-04
   399.0      6.29128e+01     -3.28191e-03     -4.60997e-04
   399.1      6.05170e+01      3.87410e-03     -7.29394e-04
   399.2      5.90248e+01      1.85031e-02     -3.93048e-04
   399.3      5.81106e+01      2.97706e-02      4.44672e-05
   399.4      5.81145e+01      2.23604e-02     -2.45533e-04
   399.5      5.91221e+01      1.53034e-02     -4.54245e-04
   399.6      6.05195e+01      2.08240e-02     -1.70401e-05
   399.7      6.16993e+01      2.80902e-02      6.95522e-04
   399.8      6.29227e+01      2.80957e-02      1.06581e-03
   399.9      6.45928e+01      2.37456e-02      1.11010e-03
   400.0      6.66617e+01      1.03839e-02      9.06208e-04
   400.1      6.89019e+01     -1.89148e-02      3.86528e-04
   400.2      7.02312e+01     -3.65518e-02      9.39360e-05
   400.3      7.03763e+01     -2.99083e-02      2.60120e-04
   400.4      6.96350e+01     -3.97121e-03      7.81305e-04
   400.5      6.90846e+01      6.38622e-03      9.71900e-04
   400.6      6.94235e+01     -1.80373e-02      4.73433e-04
   400.7      6.86894e+01     -2.67119e-03      7.44982e-04
   400.8      6.77310e+01      2.27164e-02      1.21837e-03
   400.9      6.76676e+01      1.48592e-02      1.08047e-03
   401.0      6.79183e+01     -4.98934e-03      7.36042e-04
   401.1      6.76860e+01     -7.65643e-03      7.16260e-04
   401.2      6.79800e+01     -3.00693e-02      2.62303e-04
   401.3      6.74691e+01     -2.62060e-02      2.94725e-04
   401.4      6.65039e+01     -8.19576e-03      5.66988e-04
   401.5      6.56147e+01      1.97833e-03      6.81016e-04
   401.6      6.49848e+01      1.64293e-03      6.01933e-04
   401.7      6.42837e+01      4.30214e-03      5.98315e-04
   401.8      6.37047e+01      1.36486e-03      5.09291e-04
   401.9      6.33979e+01     -1.50732e-02      1.73102e-04
   402.0      6.26763e+01     -2.33710e-02      4.20063e-06
   402.1      6.15415e+01     -1.87478e-02      7.60647e-05
   402.2      6.03915e+01     -1.16766e-02      1.57936e-04
   402.3      5.91219e+01     -7.49670e-04      3.10591e-04
   402.4      5.82622e+01      1.02916e-03      2.95268e-04
   402.5      5.75459e+01      3.18189e-03      2.82905e-04
   402.6      5.69657e+01      5.35402e-03      2.76394e-04
   402.7      5.65425e+01      6.86380e-03      2.71452e-04
   402.8      5.62419e+01      7.93646e-03      2.67829e-04
   402.9      5.60420e+01      8.84694e-03      2.66795e-04
   403.0      5.59136e+01      9.79063e-03      2.68215e-04
   403.1      5.58177e+01      1.09602e-02      2.70846e-04
   403.2      5.57448e+01      1.23850e-02      2.73478e-04
   403.3      5.57505e+01      1.35392e-02      2.73906e-04
   403.4      5.59177e+01      1.37398e-02      2.69852e-04
   403.5      5.62962e+01      1.28697e-02      2.63575e-04
   403.6      5.69440e+01      1.10159e-02      2.61401e-04
   403.7      5.78967e+01      8.19472e-03      2.67198e-04
   403.8      5.90393e+01      4.82073e-03      2.75668e-04
   403.9      6.02711e+01      1.19357e-03      2.82019e-04
   404.0      6.14194e+01     -2.12926e-03      2.84460e-04
   404.1      6.22360e+01     -4.25992e-03      2.81124e-04
   404.2      6.25721e+01     -4.70878e-03      2.71327e-04
   404.3      6.25337e+01     -4.09665e-03      2.59866e-04
   404.4      6.21902e+01     -2.83912e-03      2.50050e-04
   404.5      6.17597e+01     -1.81712e-03      2.45646e-04
   404.6      6.15447e+01     -2.30233e-03      2.52772e-04
   404.7      6.17267e+01     -4.93391e-03      2.74124e-04
   404.8      6.22975e+01     -9.21458e-03      3.04738e-04
   404.9      6.32864e+01     -1.49712e-02      3.42373e-04
   405.0      6.45136e+01     -2.13546e-02      3.76893e-04
   405.1      6.57438e+01     -2.73373e-02      3.93780e-04
