# Source: K. Bogumil, J. Orphal, and J. P. Burrows
# University of Bremen - Institute of Environmental Physics
# P. O. Box 33 04 40
# D-28334 Bremen, Germany
# e-mail: Konstanze.Bogumil@iup.physik.uni-bremen.de
# SIGMA = (C0 + C1*(T-T0) + C2*(T-T0)^2) * 1.E-20 cm^2
# where T0 = 273.15 and T is in Kelvin
#
# wavelength
# (air nm)         C0          C1(T-T0)         C2((T-T0)^2)
   283.7      8.25237e+01     -2.53284e-02     -3.38031e-04
   283.8      7.94580e+01     -1.12637e-02     -4.28750e-04
   283.9      7.70834e+01     -4.42193e-03     -4.51805e-04
   284.0      7.36623e+01      2.83913e-03     -4.96544e-04
   284.1      6.98206e+01      1.31369e-02     -5.47215e-04
   284.2      6.80977e+01      1.46943e-02     -5.44671e-04
   284.3      6.93124e+01      2.53379e-03     -4.27916e-04
   284.4      7.26705e+01     -1.89858e-02     -3.11194e-04
   284.5      7.40712e+01     -2.65171e-02     -3.43714e-04
   284.6      7.34155e+01     -2.04298e-02     -4.28613e-04
   284.7      7.45259e+01     -2.35177e-02     -3.45968e-04
   284.8      7.86583e+01     -4.04623e-02     -1.76135e-04
   284.9      8.24150e+01     -4.93803e-02     -1.51812e-04
   285.0      8.40096e+01     -4.25679e-02     -1.82131e-04
   285.1      8.74514e+01     -4.51453e-02      7.56947e-05
   285.2      9.50863e+01     -6.84276e-02      5.91717e-04
   285.3      1.01108e+02     -8.26888e-02      7.59674e-04
   285.4      1.00397e+02     -6.31113e-02      5.12068e-04
   285.5      9.50367e+01     -3.14226e-02      1.23148e-04
   285.6      8.89747e+01     -7.02973e-03     -1.75888e-04
   285.7      8.38112e+01      9.17930e-03     -3.67273e-04
   285.8      8.04373e+01      1.78477e-02     -4.60959e-04
   285.9      7.78091e+01      2.24196e-02     -4.81330e-04
   286.0      7.38910e+01      2.70616e-02     -4.88609e-04
   286.1      6.98189e+01      2.59422e-02     -4.76465e-04
   286.2      6.72773e+01      1.81284e-02     -4.37610e-04
   286.3      6.47872e+01      1.62098e-02     -4.33965e-04
   286.4      6.33383e+01      1.70797e-02     -4.54012e-04
   286.5      6.64345e+01      8.15695e-03     -2.37910e-04
   286.6      7.59505e+01     -2.39374e-02      2.45458e-04
   286.7      8.82671e+01     -6.76373e-02      6.46678e-04
   286.8      9.69957e+01     -9.10063e-02      7.14589e-04
   286.9      9.95472e+01     -8.61843e-02      5.88393e-04
   287.0      9.85461e+01     -7.32345e-02      4.55802e-04
   287.1      9.66380e+01     -6.05224e-02      2.88910e-04
   287.2      9.30666e+01     -3.86206e-02      3.47611e-05
   287.3      8.78138e+01     -1.07544e-02     -2.69338e-04
   287.4      8.49778e+01      3.51861e-03     -4.04829e-04
   287.5      8.38494e+01      1.01759e-02     -4.39872e-04
   287.6      8.14365e+01      1.83064e-02     -4.94160e-04
   287.7      7.79171e+01      2.27944e-02     -5.50379e-04
   287.8      7.52177e+01      1.89305e-02     -5.67181e-04
   287.9      7.31386e+01      1.37778e-02     -5.83585e-04
   288.0      7.10938e+01      8.32548e-03     -5.79208e-04
   288.1      6.97943e+01     -2.10195e-03     -5.32200e-04
   288.2      6.85865e+01     -7.64874e-03     -5.41769e-04
   288.3      6.66926e+01     -2.07987e-03     -5.62460e-04
   288.4      6.72386e+01     -3.34478e-05     -4.98287e-04
   288.5      7.11361e+01     -7.54746e-03     -4.43723e-04
   288.6      7.76780e+01     -2.59421e-02     -1.39945e-04
   288.7      8.77169e+01     -6.39383e-02      4.03547e-04
   288.8      9.75021e+01     -9.87058e-02      7.28716e-04
   288.9      1.01107e+02     -9.75348e-02      6.25038e-04
   289.0      9.77243e+01     -6.94904e-02      2.57459e-04
   289.1      9.16933e+01     -4.27660e-02     -1.20041e-04
   289.2      8.52705e+01     -1.77113e-02     -3.63331e-04
   289.3      7.70782e+01      1.19110e-02     -5.44773e-04
   289.4      6.93951e+01      3.38464e-02     -7.04318e-04
   289.5      6.54342e+01      4.36786e-02     -7.34844e-04
   289.6      6.46585e+01      4.03568e-02     -6.56032e-04
   289.7      6.68899e+01      2.13845e-02     -5.14864e-04
   289.8      6.95017e+01      2.88956e-03     -4.70047e-04
   289.9      7.11847e+01     -5.17569e-03     -5.11992e-04
   290.0      7.43249e+01     -1.74535e-02     -3.62789e-04
   290.1      8.01964e+01     -4.67555e-02     -3.08338e-05
   290.2      8.42600e+01     -7.08733e-02      6.16865e-05
   290.3      8.26427e+01     -6.24158e-02     -1.83972e-04
   290.4      8.02530e+01     -4.09796e-02     -3.59745e-04
   290.5      8.14521e+01     -3.34299e-02     -3.09298e-04
   290.6      8.65529e+01     -4.35842e-02     -4.05067e-05
   290.7      9.44548e+01     -6.86980e-02      4.50385e-04
   290.8      9.78071e+01     -7.31748e-02      5.02227e-04
   290.9      9.22529e+01     -3.95190e-02      7.53443e-05
   291.0      8.36314e+01     -1.28155e-03     -3.17214e-04
   291.1      7.74246e+01      1.74429e-02     -4.25352e-04
   291.2      7.25425e+01      2.63077e-02     -3.88731e-04
   291.3      6.73699e+01      3.50570e-02     -3.47806e-04
   291.4      6.24738e+01      4.41404e-02     -3.03148e-04
   291.5      5.83996e+01      5.05721e-02     -2.77624e-04
   291.6      5.67693e+01      5.02908e-02     -2.31988e-04
   291.7      5.96697e+01      3.34418e-02     -1.21971e-04
   291.8      6.69149e+01      2.21024e-03     -1.51295e-05
   291.9      7.43231e+01     -2.74388e-02     -7.38877e-05
   292.0      7.75246e+01     -3.42835e-02     -2.26029e-04
   292.1      8.00267e+01     -3.86760e-02     -1.36310e-04
   292.2      8.63098e+01     -6.42685e-02      2.04406e-04
   292.3      9.28498e+01     -9.16544e-02      3.91116e-04
   292.4      9.52666e+01     -9.78466e-02      3.30379e-04
   292.5      9.52688e+01     -8.99064e-02      2.80709e-04
   292.6      9.29875e+01     -7.28328e-02      1.03037e-04
   292.7      8.79584e+01     -4.38754e-02     -1.86307e-04
   292.8      8.23551e+01     -1.29392e-02     -3.77556e-04
   292.9      7.61036e+01      1.70531e-02     -4.30933e-04
   293.0      6.99206e+01      3.88087e-02     -4.20314e-04
   293.1      6.43253e+01      5.02154e-02     -3.58717e-04
   293.2      5.89600e+01      5.69906e-02     -2.76068e-04
   293.3      5.41719e+01      6.38624e-02     -2.18635e-04
   293.4      5.14551e+01      6.51305e-02     -1.69181e-04
   293.5      5.17723e+01      5.67000e-02     -1.26852e-04
   293.6      5.44952e+01      4.82802e-02     -1.44437e-04
   293.7      5.99937e+01      3.31270e-02     -3.69821e-05
   293.8      7.17152e+01     -8.21316e-03      5.31334e-04
   293.9      8.57056e+01     -6.68290e-02      8.57201e-04
   294.0      9.29218e+01     -8.92197e-02      7.07781e-04
   294.1      9.24684e+01     -7.32869e-02      3.78678e-04
   294.2      8.90660e+01     -5.20344e-02      8.72462e-05
   294.3      8.78816e+01     -4.93357e-02     -7.53614e-06
   294.4      9.01526e+01     -6.02054e-02      1.37125e-04
   294.5      9.29387e+01     -6.51117e-02      2.86817e-04
   294.6      9.24857e+01     -5.29085e-02      1.92670e-04
   294.7      8.61720e+01     -2.13983e-02     -7.59357e-05
   294.8      7.59251e+01      1.65624e-02     -2.76252e-04
   294.9      6.70460e+01      4.13018e-02     -3.43016e-04
   295.0      6.05299e+01      5.14048e-02     -3.32319e-04
   295.1      5.52695e+01      6.00119e-02     -2.64467e-04
   295.2      5.02261e+01      7.11824e-02     -1.98966e-04
   295.3      4.58067e+01      8.21388e-02     -1.52698e-04
   295.4      4.32663e+01      8.86125e-02     -1.15523e-04
   295.5      4.30963e+01      8.67235e-02     -6.84447e-05
   295.6      4.52545e+01      7.64256e-02      1.86880e-05
   295.7      5.07401e+01      5.67459e-02      1.74573e-04
   295.8      6.08416e+01      1.91070e-02      4.28953e-04
   295.9      7.41389e+01     -3.47706e-02      7.17094e-04
   296.0      8.63632e+01     -7.77898e-02      9.11989e-04
   296.1      9.44696e+01     -1.00608e-01      1.13843e-03
   296.2      9.95762e+01     -1.11273e-01      1.40217e-03
   296.3      9.97869e+01     -9.91292e-02      1.24937e-03
   296.4      9.32927e+01     -6.58280e-02      7.11607e-04
   296.5      8.27789e+01     -2.30970e-02      2.27786e-04
   296.6      7.22624e+01      1.67638e-02     -4.34118e-05
   296.7      6.36852e+01      4.33855e-02     -1.73908e-04
   296.8      5.77758e+01      5.41085e-02     -1.97073e-04
   296.9      5.43830e+01      4.98415e-02     -1.73598e-04
   297.0      5.14132e+01      4.47937e-02     -9.33833e-05
   297.1      4.59683e+01      5.44323e-02     -3.04086e-05
   297.2      3.98403e+01      6.93080e-02     -2.24564e-05
   297.3      3.52202e+01      7.69822e-02     -3.11816e-05
   297.4      3.23126e+01      8.14536e-02     -1.66173e-05
   297.5      3.18119e+01      8.28065e-02      3.38065e-05
   297.6      3.47162e+01      7.73780e-02      8.65594e-05
   297.7      4.10698e+01      6.27071e-02      2.33265e-04
   297.8      5.22156e+01      3.14596e-02      7.96780e-04
   297.9      6.97865e+01     -2.84945e-02      1.61092e-03
   298.0      8.80193e+01     -1.02422e-01      1.85147e-03
   298.1      9.63528e+01     -1.29108e-01      1.62520e-03
   298.2      9.52157e+01     -1.09629e-01      1.13585e-03
   298.3      9.12916e+01     -8.13730e-02      7.12296e-04
   298.4      8.75704e+01     -5.71192e-02      4.77407e-04
   298.5      8.22592e+01     -2.96651e-02      3.19123e-04
   298.6      7.41676e+01      1.37198e-03      1.84646e-04
   298.7      6.49539e+01      2.79830e-02      5.54628e-05
   298.8      5.66229e+01      4.48802e-02     -4.08314e-05
   298.9      4.97623e+01      5.29468e-02     -6.48651e-05
   299.0      4.41567e+01      5.60955e-02     -7.35286e-05
   299.1      3.93691e+01      5.88645e-02     -8.29419e-05
   299.2      3.51998e+01      6.40569e-02     -5.79931e-05
   299.3      3.15580e+01      6.83822e-02     -4.61684e-05
   299.4      2.93276e+01      7.02362e-02     -1.11719e-05
   299.5      2.88345e+01      6.62344e-02      1.96123e-05
   299.6      2.95227e+01      6.55355e-02      3.48862e-05
   299.7      3.11421e+01      7.04481e-02      1.51199e-05
   299.8      3.59711e+01      7.18861e-02      2.40047e-04
   299.9      4.89337e+01      5.32661e-02      1.31323e-03
   300.0      7.25761e+01     -1.33468e-02      3.11571e-03
   300.1      9.62785e+01     -1.01556e-01      4.07185e-03
   300.2      1.02211e+02     -1.16521e-01      3.08145e-03
   300.3      9.39570e+01     -7.38309e-02      1.65082e-03
   300.4      8.39220e+01     -3.88294e-02      8.82545e-04
   300.5      7.40564e+01     -1.11582e-02      5.29960e-04
   300.6      6.45240e+01      1.31318e-02      2.52153e-04
   300.7      5.58508e+01      3.52242e-02      4.65226e-05
   300.8      4.83287e+01      5.24730e-02     -6.39434e-05
   300.9      4.24078e+01      6.27098e-02     -1.02587e-04
   301.0      3.78440e+01      6.65536e-02     -9.29088e-05
   301.1      3.37663e+01      6.67283e-02     -6.45737e-05
   301.2      2.99113e+01      6.66091e-02     -3.66575e-05
   301.3      2.65209e+01      6.69684e-02     -1.89884e-05
   301.4      2.39559e+01      6.79159e-02     -2.09114e-05
   301.5      2.23527e+01      6.90612e-02     -9.77653e-06
   301.6      2.24759e+01      7.16228e-02      2.66312e-05
   301.7      2.58223e+01      7.36958e-02      1.22153e-04
   301.8      3.29254e+01      6.56340e-02      3.14936e-04
   301.9      4.49539e+01      3.83365e-02      8.72089e-04
   302.0      6.18525e+01     -1.64951e-02      1.56095e-03
   302.1      7.79931e+01     -8.21897e-02      1.81620e-03
   302.2      8.63583e+01     -1.13280e-01      1.58947e-03
   302.3      8.61288e+01     -9.73520e-02      1.20046e-03
   302.4      8.09898e+01     -7.04661e-02      8.15704e-04
   302.5      7.32473e+01     -3.90846e-02      5.49685e-04
   302.6      6.36241e+01     -2.12169e-03      2.52609e-04
   302.7      5.43533e+01      2.55979e-02      1.66411e-05
   302.8      4.66501e+01      4.00765e-02     -6.95496e-05
   302.9      4.04412e+01      4.69942e-02     -8.45089e-05
   303.0      3.50975e+01      5.13304e-02     -7.75066e-05
   303.1      3.04710e+01      5.44914e-02     -8.20557e-05
   303.2      2.67716e+01      5.72717e-02     -8.73189e-05
   303.3      2.40088e+01      5.93404e-02     -7.54736e-05
   303.4      2.20481e+01      6.05324e-02     -6.21750e-05
   303.5      2.09795e+01      6.15885e-02     -3.05319e-05
   303.6      2.10465e+01      6.00902e-02      1.22370e-05
   303.7      2.20164e+01      5.85804e-02      2.57860e-05
   303.8      2.36453e+01      6.12877e-02      2.20751e-05
   303.9      2.66566e+01      6.35359e-02      7.53060e-05
   304.0      3.36632e+01      5.29996e-02      3.44464e-04
   304.1      4.61277e+01      1.87540e-02      1.14179e-03
   304.2      6.39491e+01     -4.22754e-02      2.24221e-03
   304.3      7.61682e+01     -8.47324e-02      2.18855e-03
   304.4      7.47800e+01     -7.47092e-02      1.19846e-03
   304.5      6.70648e+01     -4.38573e-02      6.92513e-04
   304.6      5.96494e+01     -1.92074e-02      3.99924e-04
   304.7      5.13916e+01      7.90460e-03      2.19979e-04
   304.8      4.33824e+01      2.87429e-02      4.71537e-05
   304.9      3.69651e+01      4.01131e-02     -3.08115e-05
   305.0      3.21400e+01      4.31221e-02     -6.28995e-05
   305.1      2.82525e+01      4.42487e-02     -5.44624e-05
   305.2      2.48513e+01      4.57356e-02     -7.42938e-05
   305.3      2.18415e+01      4.80029e-02     -8.50466e-05
   305.4      1.92979e+01      4.99213e-02     -6.72848e-05
   305.5      1.74828e+01      5.05132e-02     -4.32690e-05
   305.6      1.68162e+01      5.02098e-02     -7.34842e-06
   305.7      1.72520e+01      4.89230e-02      1.83025e-05
   305.8      1.83901e+01      4.69770e-02      1.90870e-05
   305.9      2.10337e+01      4.41086e-02      7.15480e-05
   306.0      2.63321e+01      3.40127e-02      2.27129e-04
   306.1      3.33559e+01      1.34730e-02      3.28145e-04
   306.2      4.06589e+01     -1.14300e-02      3.93349e-04
   306.3      4.80989e+01     -3.44852e-02      5.03517e-04
   306.4      5.60203e+01     -6.01510e-02      7.18119e-04
   306.5      6.21801e+01     -8.03385e-02      8.53929e-04
   306.6      6.19547e+01     -7.05707e-02      7.14669e-04
   306.7      5.49559e+01     -3.47626e-02      3.97960e-04
   306.8      4.60465e+01     -2.95184e-03      1.28127e-04
   306.9      3.85770e+01      1.63570e-02     -1.72977e-05
   307.0      3.30535e+01      2.66500e-02     -6.98441e-05
   307.1      2.91400e+01      2.91885e-02     -6.87379e-05
   307.2      2.64383e+01      2.92682e-02     -7.59712e-05
   307.3      2.35478e+01      3.28169e-02     -9.93687e-05
   307.4      2.08417e+01      3.74718e-02     -9.66811e-05
   307.5      1.91390e+01      3.64199e-02     -8.40312e-05
   307.6      1.84865e+01      3.18639e-02     -4.51427e-05
   307.7      1.84853e+01      2.74581e-02     -8.85617e-06
   307.8      1.85963e+01      2.52386e-02     -1.67527e-05
   307.9      1.83936e+01      2.72657e-02     -2.54367e-05
   308.0      1.82868e+01      2.95677e-02     -1.21900e-05
   308.1      1.98529e+01      2.58624e-02      1.26363e-05
   308.2      2.34742e+01      1.95597e-02      8.32803e-05
   308.3      2.61559e+01      1.47017e-02      6.04902e-05
   308.4      2.98786e+01      4.81553e-03      1.65125e-04
   308.5      3.79627e+01     -2.09948e-02      4.41327e-04
   308.6      4.77938e+01     -5.67629e-02      5.84917e-04
   308.7      5.18815e+01     -6.72901e-02      4.14524e-04
   308.8      4.85000e+01     -4.69492e-02      1.68318e-04
   308.9      4.21086e+01     -1.87959e-02      2.37247e-05
   309.0      3.57490e+01      3.75394e-03     -5.65204e-05
   309.1      3.00402e+01      1.82025e-02     -8.22918e-05
   309.2      2.57090e+01      2.38767e-02     -7.11430e-05
   309.3      2.23823e+01      2.60253e-02     -7.73371e-05
   309.4      1.95924e+01      2.81547e-02     -8.09674e-05
   309.5      1.73693e+01      2.88031e-02     -9.24341e-05
   309.6      1.62279e+01      2.59970e-02     -8.79111e-05
   309.7      1.63172e+01      2.04106e-02     -6.23698e-05
   309.8      1.67742e+01      1.59678e-02     -6.17247e-05
   309.9      1.67906e+01      1.74808e-02     -1.03877e-04
   310.0      1.67113e+01      2.00166e-02     -1.34324e-04
   310.1      1.74518e+01      1.63186e-02     -1.44277e-04
   310.2      1.87658e+01      1.16835e-02     -1.79777e-04
   310.3      1.95918e+01      1.07116e-02     -2.55528e-04
   310.4      2.00281e+01      6.58835e-03     -3.33349e-04
   310.5      2.18442e+01     -5.19426e-03     -3.57930e-04
   310.6      2.69948e+01     -3.28962e-02     -3.50438e-04
   310.7      3.29825e+01     -6.32056e-02     -3.06764e-04
   310.8      3.51871e+01     -6.28772e-02     -2.94906e-04
   310.9      3.20190e+01     -3.94457e-02     -3.33243e-04
   311.0      2.81691e+01     -2.01894e-02     -3.18616e-04
   311.1      2.61309e+01     -1.00846e-02     -2.58851e-04
   311.2      2.43655e+01     -1.66042e-03     -1.62009e-04
   311.3      2.22056e+01      5.66101e-03     -5.55085e-05
   311.4      1.98149e+01      1.24735e-02     -4.23424e-06
   311.5      1.69939e+01      1.97899e-02      3.17114e-06
   311.6      1.44934e+01      2.31685e-02     -4.75671e-06
   311.7      1.28377e+01      2.35434e-02     -3.27385e-05
   311.8      1.19647e+01      2.28049e-02     -2.23289e-05
   311.9      1.18489e+01      1.96007e-02     -2.01781e-05
   312.0      1.25934e+01      1.31662e-02     -2.72845e-05
   312.1      1.34101e+01      6.26260e-03     -3.69120e-05
   312.2      1.35005e+01      3.07861e-03     -9.43691e-05
   312.3      1.31515e+01      5.04435e-03     -1.12011e-04
   312.4      1.30149e+01      5.83237e-03     -1.26223e-04
   312.5      1.35699e+01      4.95782e-03     -1.10280e-04
   312.6      1.45882e+01      2.48168e-03     -1.17017e-04
   312.7      1.51311e+01      4.81098e-03     -1.45001e-04
   312.8      1.56903e+01      1.47590e-02     -6.49496e-05
   312.9      1.80005e+01      5.58241e-03     -1.00128e-04
   313.0      2.12698e+01     -9.44733e-03     -7.94547e-05
   313.1      2.39212e+01     -2.29443e-02     -9.39876e-05
   313.2      2.41065e+01     -2.30960e-02     -1.44584e-04
   313.3      2.19830e+01     -1.29968e-02     -1.54772e-04
   313.4      1.92165e+01     -2.74080e-03     -1.61018e-04
   313.5      1.64215e+01      6.48061e-03     -1.52450e-04
   313.6      1.39723e+01      1.24289e-02     -1.32412e-04
   313.7      1.24058e+01      1.30486e-02     -1.07259e-04
   313.8      1.18526e+01      1.01744e-02     -8.10228e-05
   313.9      1.16328e+01      7.47798e-03     -7.61520e-05
   314.0      1.07494e+01      9.60668e-03     -7.42027e-05
   314.1      9.57594e+00      1.31476e-02     -6.97213e-05
   314.2      8.65605e+00      1.51177e-02     -5.81539e-05
   314.3      8.25587e+00      1.47070e-02     -5.09229e-05
   314.4      8.47209e+00      1.21835e-02     -4.35899e-05
   314.5      9.25024e+00      8.11630e-03     -3.72837e-05
   314.6      1.02189e+01      4.19321e-03     -4.19146e-05
   314.7      1.09279e+01      2.39511e-03     -4.96023e-05
   314.8      1.13163e+01      2.43543e-03     -5.67104e-05
   314.9      1.11362e+01      5.05944e-03     -6.74664e-05
   315.0      1.07753e+01      7.88383e-03     -7.23767e-05
   315.1      1.10975e+01      6.87665e-03     -6.20982e-05
   315.2      1.23486e+01      1.50139e-03     -5.34272e-05
   315.3      1.34610e+01     -3.30519e-03     -5.73260e-05
   315.4      1.33852e+01     -3.47781e-03     -6.67367e-05
   315.5      1.26495e+01     -1.44973e-03     -7.35138e-05
   315.6      1.24391e+01     -1.75361e-03     -6.60799e-05
   315.7      1.29967e+01     -6.27743e-03     -6.37260e-05
   315.8      1.30644e+01     -8.07872e-03     -6.73428e-05
   315.9      1.19681e+01     -4.37047e-03     -8.45071e-05
   316.0      1.03079e+01      2.07809e-03     -8.92627e-05
   316.1      8.88382e+00      7.50749e-03     -7.68941e-05
   316.2      7.90428e+00      1.06077e-02     -6.71728e-05
   316.3      7.27024e+00      1.21310e-02     -5.66214e-05
   316.4      6.97735e+00      1.19978e-02     -4.83462e-05
   316.5      7.06980e+00      9.71049e-03     -3.63871e-05
   316.6      7.66182e+00      5.31097e-03     -2.77496e-05
   316.7      8.31703e+00      1.52936e-03     -2.90037e-05
   316.8      8.60949e+00     -2.56509e-04     -3.62644e-05
   316.9      8.58006e+00     -2.71167e-04     -4.07644e-05
   317.0      8.55275e+00      1.93863e-04     -4.01702e-05
   317.1      8.78248e+00     -6.65776e-04     -3.69928e-05
   317.2      9.19096e+00     -2.43634e-03     -3.37997e-05
   317.3      9.20683e+00     -2.30794e-03     -4.30987e-05
   317.4      8.62807e+00      1.86930e-03     -5.06115e-05
   317.5      7.89894e+00      6.58995e-03     -4.91370e-05
   317.6      7.44351e+00      9.40260e-03     -3.99047e-05
   317.7      7.32998e+00      1.03878e-02     -3.41696e-05
   317.8      7.39594e+00      1.00214e-02     -3.31290e-05
   317.9      7.64138e+00      7.42480e-03     -2.64073e-05
   318.0      8.28670e+00      1.48172e-03     -1.97697e-05
   318.1      9.00494e+00     -4.40964e-03     -2.30735e-05
   318.2      8.90223e+00     -5.56571e-03     -3.68049e-05
   318.3      8.12279e+00     -3.06658e-03     -3.78800e-05
   318.4      7.29122e+00     -8.32716e-04     -3.12672e-05
   318.5      6.51810e+00      1.26364e-03     -2.84875e-05
   318.6      5.68438e+00      4.34013e-03     -2.86651e-05
   318.7      4.89041e+00      7.23115e-03     -2.64148e-05
   318.8      4.26930e+00      9.17509e-03     -1.99197e-05
   318.9      3.90945e+00      1.02864e-02     -1.41533e-05
   319.0      3.85696e+00      1.09531e-02     -1.20463e-05
   319.1      3.96498e+00      1.07283e-02     -1.13451e-05
   319.2      4.06635e+00      9.84625e-03     -8.01054e-06
   319.3      4.24591e+00      8.55383e-03     -7.84348e-06
   319.4      4.64475e+00      6.47448e-03     -5.80646e-06
   319.5      5.23368e+00      3.21790e-03     -1.66414e-06
   319.6      5.74157e+00     -4.03786e-05     -5.34936e-06
   319.7      5.87785e+00     -1.21822e-03     -5.53919e-06
   319.8      5.86096e+00     -1.15729e-03     -6.48828e-06
   319.9      5.64035e+00      2.26491e-04     -8.16600e-06
   320.0      5.15552e+00      2.63721e-03     -9.60496e-06
   320.1      4.57649e+00      5.09371e-03     -3.87202e-06
   320.2      4.04775e+00      6.61762e-03     -6.04996e-08
   320.3      3.63178e+00      7.64373e-03      9.54962e-07
   320.4      3.39383e+00      8.64269e-03      2.24011e-06
   320.5      3.30405e+00      8.90815e-03     -3.67530e-06
   320.6      3.23384e+00      8.79093e-03      1.89311e-06
   320.7      3.25606e+00      7.43677e-03     -8.60856e-08
   320.8      3.37518e+00      5.62024e-03      1.07110e-06
   320.9      3.63823e+00      3.19752e-03      5.50854e-06
   321.0      3.98247e+00      7.00845e-04      6.70521e-06
   321.1      4.04138e+00     -4.87204e-05      1.25244e-06
   321.2      3.64902e+00      1.46421e-03     -2.25426e-06
   321.3      3.12715e+00      3.67580e-03      4.23949e-06
   321.4      2.71786e+00      5.42920e-03      8.99665e-06
   321.5      2.38005e+00      6.58956e-03      8.40023e-06
   321.6      2.13042e+00      7.45619e-03      1.01540e-05
   321.7      1.98792e+00      8.09952e-03      1.37548e-05
   321.8      1.97208e+00      8.52273e-03      1.29804e-05
   321.9      2.05074e+00      8.89564e-03      1.40582e-05
   322.0      2.17556e+00      8.75060e-03      1.76291e-05
   322.1      2.32929e+00      7.63305e-03      1.96260e-05
   322.2      2.44918e+00      6.28230e-03      2.30028e-05
   322.3      2.42663e+00      5.55177e-03      2.26554e-05
   322.4      2.36440e+00      5.00288e-03      1.69080e-05
   322.5      2.45221e+00      3.63978e-03      1.63718e-05
   322.6      2.71617e+00      1.70073e-03      1.91659e-05
   322.7      2.83052e+00      8.35763e-04      1.59741e-05
   322.8      2.57900e+00      1.74073e-03      1.12582e-05
   322.9      2.14418e+00      3.32784e-03      1.16206e-05
   323.0      1.76698e+00      4.35547e-03      1.54036e-05
   323.1      1.46936e+00      4.74807e-03      1.82225e-05
   323.2      1.26241e+00      4.97655e-03      1.68854e-05
   323.3      1.12949e+00      5.22033e-03      1.94918e-05
   323.4      1.05790e+00      5.31461e-03      1.70501e-05
   323.5      1.01346e+00      5.51344e-03      1.90196e-05
   323.6      9.98588e-01      5.53500e-03      2.06007e-05
   323.7      1.00694e+00      5.15960e-03      2.29274e-05
   323.8      1.07529e+00      4.35033e-03      2.42607e-05
   323.9      1.22486e+00      3.35398e-03      2.22362e-05
   324.0      1.38002e+00      2.58961e-03      2.47650e-05
   324.1      1.49301e+00      1.91184e-03      2.40623e-05
   324.2      1.51602e+00      1.71296e-03      2.07208e-05
   324.3      1.41418e+00      2.43664e-03      1.77646e-05
   324.4      1.24221e+00      3.40436e-03      1.72754e-05
   324.5      1.09684e+00      4.26115e-03      1.91499e-05
   324.6      1.00352e+00      4.86396e-03      2.15323e-05
   324.7      9.45370e-01      5.26074e-03      2.30853e-05
   324.8      9.19775e-01      5.58851e-03      2.55442e-05
   324.9      9.26346e-01      5.57981e-03      2.73583e-05
   325.0      9.64170e-01      4.87894e-03      2.37803e-05
   325.1      1.03933e+00      3.73610e-03      2.57138e-05
   325.2      1.13069e+00      2.79616e-03      2.46977e-05
   325.3      1.09872e+00      2.62879e-03      2.15376e-05
   325.4      9.78059e-01      2.72904e-03      1.75660e-05
   325.5      8.66995e-01      2.85977e-03      1.86302e-05
   325.6      8.11431e-01      2.89627e-03      2.02975e-05
   325.7      8.10660e-01      2.65447e-03      1.96694e-05
   325.8      8.41702e-01      2.21853e-03      2.19538e-05
   325.9      8.67814e-01      1.76205e-03      1.97381e-05
   326.0      8.24887e-01      1.86014e-03      1.79676e-05
   326.1      7.25155e-01      2.33715e-03      1.89994e-05
   326.2      6.26698e-01      2.85648e-03      2.16736e-05
   326.3      5.52135e-01      3.14050e-03      2.11813e-05
   326.4      4.92607e-01      3.28162e-03      2.11188e-05
   326.5      4.43548e-01      3.36715e-03      2.19491e-05
   326.6      4.05171e-01      3.37420e-03      2.18019e-05
   326.7      3.76706e-01      3.28429e-03      2.23345e-05
   326.8      3.61367e-01      3.11096e-03      2.30801e-05
   326.9      3.60419e-01      3.02442e-03      2.40741e-05
   327.0      3.85129e-01      2.88778e-03      2.27982e-05
   327.1      4.32923e-01      2.84005e-03      2.51965e-05
   327.2      4.98696e-01      2.54293e-03      2.48246e-05
   327.3      5.63565e-01      2.09060e-03      2.45815e-05
   327.4      5.73528e-01      1.87885e-03      2.40618e-05
   327.5      5.19515e-01      2.05292e-03      2.14598e-05
   327.6      4.53164e-01      2.41958e-03      2.06166e-05
   327.7      4.01259e-01      2.62894e-03      2.18910e-05
   327.8      3.58792e-01      2.51113e-03      2.14527e-05
   327.9      3.35696e-01      2.36884e-03      1.97465e-05
   328.0      3.27869e-01      2.37407e-03      2.22891e-05
   328.1      3.42409e-01      2.27136e-03      2.13842e-05
   328.2      3.57656e-01      1.94364e-03      1.90329e-05
   328.3      3.57537e-01      1.75280e-03      1.88757e-05
   328.4      3.39621e-01      1.86266e-03      2.03307e-05
   328.5      3.15694e-01      2.00105e-03      2.12702e-05
   328.6      2.97382e-01      2.06307e-03      2.13394e-05
   328.7      2.80833e-01      2.20977e-03      2.19818e-05
   328.8      2.71722e-01      2.26217e-03      2.19336e-05
   328.9      2.71789e-01      2.06300e-03      2.01570e-05
   329.0      2.83085e-01      2.01059e-03      1.99955e-05
   329.1      3.07931e-01      2.03630e-03      2.36428e-05
   329.2      3.47892e-01      1.84491e-03      2.12948e-05
   329.3      3.63608e-01      1.81066e-03      2.01650e-05
   329.4      3.35118e-01      2.07772e-03      2.28912e-05
   329.5      2.86658e-01      2.27089e-03      2.31347e-05
   329.6      2.41038e-01      2.26674e-03      2.24294e-05
   329.7      2.06772e-01      2.22690e-03      2.14216e-05
